season,week,celebrity,total_score,estimated_votes,vote_share,method,is_eliminated,popularity,viewers,optimization_success
11,2,Michael Bolton,12.0,29494,0.04482436874027542,percent,True,0.075151,13.159999999999998,True
11,2,Brandy,21.0,68362,0.10389394506536052,percent,False,0.931477,13.159999999999998,True
11,2,The Situation,18.0,62703,0.09529325742354602,percent,False,0.938732,13.159999999999998,True
11,2,Audrina Patridge,23.0,63197,0.09604369927034169,percent,False,0.247342,13.159999999999998,True
11,2,Bristol Palin,22.0,70493,0.10713166864878326,percent,False,0.848744,13.159999999999998,True
11,3,Florence Henderson,20.0,56128,0.08530041352723762,percent,False,0.018831,13.16,True
11,3,Kyle Massey,23.0,61301,0.09316218727118929,percent,False,0.064936,13.16,True
11,3,Jennifer Grey,24.0,77976,0.11850509342088905,percent,False,1.0,13.16,True
11,3,Rick Fox,24.0,68501,0.10410484682806348,percent,False,0.357667,13.16,True
11,3,Kurt Warner,23.0,60014,0.09120611928407854,percent,False,0.083974,13.16,True
11,3,Margaret Cho,18.0,56191,0.08539650866173112,percent,True,0.357667,13.16,True
11,3,Brandy,24.0,77507,0.11779141705100334,percent,False,0.931477,13.16,True
11,3,The Situation,20.0,69116,0.10503913221539651,percent,False,0.938732,13.16,True
11,3,Audrina Patridge,26.0,70872,0.10770747704153971,percent,False,0.247342,13.16,True
11,3,Bristol Palin,19.0,60396,0.0917868046988713,percent,False,0.848744,13.16,True
11,4,Florence Henderson,17.5,60647,0.09216878269633146,percent,False,0.018831,13.16,True
11,4,Kyle Massey,20.0,65825,0.10003834495140619,percent,False,0.064936,13.16,True
11,4,Jennifer Grey,28.0,112340,0.17072946077572854,percent,False,1.0,13.16,True
11,4,Rick Fox,19.5,68730,0.1044525342063312,percent,False,0.357667,13.16,True
11,4,Kurt Warner,17.0,54777,0.08324721720634037,percent,False,0.083974,13.16,True
11,4,Brandy,24.0,95712,0.14545823332415492,percent,False,0.931477,13.16,True
11,4,The Situation,14.0,59745,0.09079748668447785,percent,True,0.938732,13.16,True
11,4,Audrina Patridge,23.0,77420,0.11765895941093552,percent,False,0.247342,13.16,True
11,4,Bristol Palin,16.0,62805,0.09544898074429393,percent,False,0.848744,13.16,True
11,5,Florence Henderson,21.0,65734,0.09989927159788746,percent,True,0.018831,13.16,True
11,5,Kyle Massey,20.0,69349,0.10539387569322764,percent,False,0.064936,13.16,True
11,5,Jennifer Grey,25.0,104472,0.158772344738997,percent,False,1.0,13.16,True
11,5,Rick Fox,24.0,81813,0.12433593689158326,percent,False,0.357667,13.16,True
11,5,Kurt Warner,24.0,72615,0.11035695925060646,percent,False,0.083974,13.16,True
11,5,Brandy,27.0,114469,0.17396579157635406,percent,False,0.931477,13.16,True
11,5,Audrina Patridge,23.0,72546,0.11025251440395406,percent,False,0.247342,13.16,True
11,5,Bristol Palin,18.0,77001,0.11702330584739007,percent,False,0.848744,13.16,True
11,6,Kyle Massey,29.999899999999997,74045,0.11252989346976007,percent,False,0.064936,13.159999999999998,True
11,6,Jennifer Grey,29.0,101455,0.15418653495887616,percent,False,1.0,13.159999999999998,True
11,6,Rick Fox,30.0,90164,0.13702794545489613,percent,False,0.357667,13.159999999999998,True
11,6,Kurt Warner,21.9999,89117,0.1354366927458828,percent,False,0.083974,13.159999999999998,True
11,6,Brandy,35.9999,145046,0.22043443860843048,percent,False,0.931477,13.159999999999998,True
11,6,Audrina Patridge,31.9998,57330,0.08712736681190024,percent,True,0.247342,13.159999999999998,True
11,6,Bristol Palin,27.9998,100843,0.15325712795025412,percent,False,0.848744,13.159999999999998,True
11,7,Kyle Massey,33.5,95216,0.14470488477606783,percent,False,0.064936,13.159999999999998,True
11,7,Jennifer Grey,36.5,118158,0.17957158484439772,percent,False,1.0,13.159999999999998,True
11,7,Rick Fox,34.5,92060,0.13990870824559212,percent,True,0.357667,13.159999999999998,True
11,7,Kurt Warner,35.0,102539,0.1558348151772219,percent,False,0.083974,13.159999999999998,True
11,7,Brandy,36.5,133091,0.20226632776809186,percent,False,0.931477,13.159999999999998,True
11,7,Bristol Palin,32.5,116936,0.1777136791886285,percent,False,0.848744,13.159999999999998,True
11,8,Kyle Massey,28.0,123818,0.18817345293815593,percent,False,0.064936,13.16,True
11,8,Jennifer Grey,28.5,153633,0.23348507136861832,percent,False,1.0,13.16,True
11,8,Kurt Warner,24.0,103901,0.15790499402120686,percent,True,0.083974,13.16,True
11,8,Brandy,28.5,152708,0.2320789480253288,percent,False,0.931477,13.16,True
11,8,Bristol Palin,23.5,123939,0.1883575336466902,percent,False,0.848744,13.16,True
11,9,Kyle Massey,29.0,169494,0.2575894927832641,percent,False,0.064936,13.16,True
11,9,Jennifer Grey,30.0,182680,0.2776289573829717,percent,False,1.0,13.16,True
11,9,Brandy,28.5,147141,0.22361870449605398,percent,True,0.931477,13.16,True
11,9,Bristol Palin,26.5,158685,0.24116284533771024,percent,False,0.848744,13.16,True
11,10,Kyle Massey,27.333199999999998,209722,0.31872688289898077,percent,False,0.064936,13.160000000000002,
11,10,Jennifer Grey,30.0,245160,0.37258337780742284,percent,False,1.0,13.160000000000002,
11,10,Bristol Palin,25.666600000000003,203118,0.3086897392935965,percent,False,0.848744,13.160000000000002,
12,1,Ralph Macchio,24.0,78913,0.1199287512499104,percent,False,0.265798,13.159999999999998,
12,1,Chelsea Kane,21.0,67428,0.10247342532171186,percent,False,0.302214,13.159999999999998,
12,1,Kirstie Alley,23.0,76109,0.11566791663014583,percent,False,0.482345,13.159999999999998,
12,1,Hines Ward,21.0,67602,0.10273793295008231,percent,False,0.254362,13.159999999999998,
12,1,Sugar Ray Leonard,17.0,52268,0.07943487309160799,percent,False,0.057633,13.159999999999998,
12,1,Chris Jericho,19.0,59327,0.09016222967498003,percent,False,0.044868,13.159999999999998,
12,1,Petra Nemcova,18.0,54791,0.08326956417804272,percent,False,0.043698,13.159999999999998,
12,1,Mike Catherwood,13.0,39299,0.05972506835252305,percent,False,0.292446,13.159999999999998,
12,1,Romeo,19.0,63080,0.09586695423295184,percent,False,1.0,13.159999999999998,
12,1,Wendy Williams,14.0,42417,0.06446403834691303,percent,False,0.312594,13.159999999999998,
12,1,Kendra Wilkinson,18.0,56765,0.08626924597113093,percent,False,0.292446,13.159999999999998,
12,2,Ralph Macchio,21.0,62605,0.09514502414855264,percent,False,0.265798,13.159999999999998,True
12,2,Chelsea Kane,18.0,49875,0.07579745039065743,percent,False,0.302214,13.159999999999998,True
12,2,Kirstie Alley,20.0,63239,0.09610757076296741,percent,False,0.482345,13.159999999999998,True
12,2,Hines Ward,23.0,70099,0.10653361458595072,percent,False,0.254362,13.159999999999998,True
12,2,Sugar Ray Leonard,17.0,46947,0.07134814592583066,percent,False,0.057633,13.159999999999998,True
12,2,Chris Jericho,23.0,64276,0.09768439955994532,percent,False,0.044868,13.159999999999998,True
12,2,Petra Nemcova,18.0,38903,0.05912252179708234,percent,False,0.043698,13.159999999999998,True
12,2,Mike Catherwood,17.0,41949,0.06375197205940847,percent,True,0.292446,13.159999999999998,True
12,2,Romeo,23.0,89305,0.13572225603542679,percent,False,1.0,13.159999999999998,True
12,2,Wendy Williams,17.0,72813,0.11065872726812935,percent,False,0.312594,13.159999999999998,True
12,2,Kendra Wilkinson,19.0,57988,0.08812831746604886,percent,False,0.292446,13.159999999999998,True
12,3,Ralph Macchio,21.0,65056,0.09886938182727174,percent,False,0.265798,13.16,True
12,3,Chelsea Kane,23.0,68188,0.10362987615249096,percent,False,0.302214,13.16,True
12,3,Kirstie Alley,21.0,68971,0.10481916751568494,percent,False,0.482345,13.16,True
12,3,Hines Ward,25.0,78083,0.11866642829511807,percent,False,0.254362,13.16,True
12,3,Sugar Ray Leonard,20.0,58887,0.08949347634098187,percent,False,0.057633,13.16,True
12,3,Chris Jericho,21.0,60646,0.09216711482306734,percent,False,0.044868,13.16,True
12,3,Petra Nemcova,25.0,58484,0.08888165710503727,percent,False,0.043698,13.16,True
12,3,Romeo,20.0,77896,0.11838236182734722,percent,False,1.0,13.16,True
12,3,Wendy Williams,15.0,47772,0.07260122911604683,percent,True,0.312594,13.16,True
12,3,Kendra Wilkinson,23.0,74018,0.11248930699695377,percent,False,0.292446,13.16,True
12,4,Ralph Macchio,25.0,79803,0.1212815051409271,percent,False,0.265798,13.16,True
12,4,Chelsea Kane,26.0,80148,0.1218053359913098,percent,False,0.302214,13.16,True
12,4,Kirstie Alley,22.0,76575,0.11637572654235631,percent,False,0.482345,13.16,True
12,4,Hines Ward,25.0,80072,0.12169060908748472,percent,False,0.254362,13.16,True
12,4,Sugar Ray Leonard,21.0,52420,0.07966500568950703,percent,True,0.057633,13.16,True
12,4,Chris Jericho,23.0,73290,0.11138224148870692,percent,False,0.044868,13.16,True
12,4,Petra Nemcova,23.0,67375,0.10239328595835379,percent,False,0.043698,13.16,True
12,4,Romeo,23.0,86315,0.13117800833805687,percent,False,1.0,13.16,True
12,4,Kendra Wilkinson,18.0,62002,0.09422828176329745,percent,False,0.292446,13.16,True
12,5,Ralph Macchio,22.0,74282,0.11288984197535537,percent,False,0.265798,13.16,True
12,5,Chelsea Kane,26.0,84013,0.12767919955214663,percent,False,0.302214,13.16,True
12,5,Kirstie Alley,23.0,82331,0.12512350679037662,percent,False,0.482345,13.16,True
12,5,Hines Ward,27.0,91911,0.1396822707658589,percent,False,0.254362,13.16,True
12,5,Chris Jericho,26.0,81836,0.12437116606067536,percent,False,0.044868,13.16,True
12,5,Petra Nemcova,22.0,56093,0.08524805428501384,percent,True,0.043698,13.16,True
12,5,Romeo,26.0,110369,0.16773357861937221,percent,False,1.0,13.16,True
12,5,Kendra Wilkinson,22.0,77165,0.11727238195120103,percent,False,0.292446,13.16,True
12,6,Ralph Macchio,24.0,84330,0.1281615119137527,percent,False,0.265798,13.159999999999998,True
12,6,Chelsea Kane,28.0,94155,0.14309321149381432,percent,False,0.302214,13.159999999999998,True
12,6,Kirstie Alley,26.0,96856,0.14719688373487186,percent,False,0.482345,13.159999999999998,True
12,6,Hines Ward,27.0,95649,0.14536353732977148,percent,False,0.254362,13.159999999999998,True
12,6,Chris Jericho,22.0,72062,0.10951742779952359,percent,True,0.044868,13.159999999999998,True
12,6,Romeo,28.0,123693,0.18798313683082796,percent,False,1.0,13.159999999999998,True
12,6,Kendra Wilkinson,25.0,91254,0.13868429089743817,percent,False,0.292446,13.159999999999998,True
12,7,Ralph Macchio,33.0,109609,0.1665795184012233,percent,False,0.265798,13.159999999999998,True
12,7,Chelsea Kane,32.0,101713,0.15457957069781322,percent,False,0.302214,13.159999999999998,True
12,7,Kirstie Alley,30.0,106315,0.1615736124363529,percent,False,0.482345,13.159999999999998,True
12,7,Hines Ward,33.0,110509,0.1679465089634187,percent,False,0.254362,13.159999999999998,True
12,7,Romeo,30.0,125284,0.1904007904027877,percent,False,1.0,13.159999999999998,True
12,7,Kendra Wilkinson,30.5,104569,0.1589199990984042,percent,True,0.292446,13.159999999999998,True
12,8,Ralph Macchio,23.0,124016,0.18847371425721876,percent,False,0.265798,13.16,True
12,8,Chelsea Kane,27.5,150261,0.2283595567587057,percent,False,0.302214,13.16,True
12,8,Kirstie Alley,26.5,142157,0.21604417188468597,percent,False,0.482345,13.16,True
12,8,Hines Ward,27.0,132736,0.20172580722717293,percent,False,0.254362,13.16,True
12,8,Romeo,26.0,108831,0.16539674987221675,percent,True,1.0,13.16,True
12,9,Ralph Macchio,24.0,134056,0.2037326644900013,percent,True,0.265798,13.16,True
12,9,Chelsea Kane,36.5,195111,0.2965219905641681,percent,False,0.302214,13.16,True
12,9,Kirstie Alley,27.0,159889,0.24299205557061018,percent,False,0.482345,13.16,True
12,9,Hines Ward,30.0,168944,0.2567532893752204,percent,False,0.254362,13.16,True
12,10,Chelsea Kane,29.666600000000003,222874,0.3387142997503875,percent,False,0.302214,13.160000000000002,
12,10,Kirstie Alley,27.999899999999997,211646,0.3216499076379949,percent,False,0.482345,13.160000000000002,
12,10,Hines Ward,29.666600000000003,223480,0.33963579261161764,percent,False,0.254362,13.160000000000002,
13,1,Elisabetta Canalis,15.0,134341,0.05998726210832986,percent,False,0.093136,44.79,True
13,1,David Arquette,18.0,184137,0.08222240992948172,percent,False,0.252417,44.79,True
13,1,Ricki Lake,20.0,184685,0.08246708129539368,percent,False,0.254584,44.79,True
13,1,J.R. Martinez,22.0,213837,0.09548414564080598,percent,False,0.170931,44.79,True
13,1,Metta World Peace (Ron),14.0,144658,0.06459382529578718,percent,True,0.254584,44.79,True
13,1,Hope Solo,21.0,264490,0.1181022050130682,percent,False,1.0,44.79,True
13,1,Chynna Phillips,22.0,213370,0.09527571615935243,percent,False,0.258487,44.79,True
13,1,Kristin Cavallari,19.0,190397,0.08501772661234354,percent,False,0.393453,44.79,True
13,1,Carson Kressley,17.0,165824,0.0740451811366664,percent,False,0.079771,44.79,True
13,1,Chaz Bono,17.0,213939,0.09552974752649716,percent,False,0.759486,44.79,True
13,1,Nancy Grace,16.0,161787,0.0722423056810491,percent,False,0.003893,44.79,True
13,1,Rob Kardashian,16.0,168035,0.07503239360122475,percent,False,0.315261,44.79,True
13,2,Elisabetta Canalis,21.0,131842,0.06574027805024514,percent,True,0.093136,40.11000000000001,True
13,2,David Arquette,18.0,178309,0.08890998647316192,percent,False,0.252417,40.11000000000001,True
13,2,Ricki Lake,23.0,182001,0.09075088847943823,percent,False,0.254584,40.11000000000001,True
13,2,J.R. Martinez,22.0,182411,0.09095529174565888,percent,False,0.170931,40.11000000000001,True
13,2,Hope Solo,19.0,207229,0.10333024850249423,percent,False,1.0,40.11000000000001,True
13,2,Chynna Phillips,21.0,172337,0.08593241312055672,percent,False,0.258487,40.11000000000001,True
13,2,Kristin Cavallari,22.0,189513,0.09449660921492549,percent,False,0.393453,40.11000000000001,True
13,2,Carson Kressley,18.0,158822,0.07919325709823749,percent,False,0.079771,40.11000000000001,True
13,2,Chaz Bono,17.0,234642,0.11699945410706972,percent,False,0.759486,40.11000000000001,True
13,2,Nancy Grace,21.0,179762,0.08963431824398403,percent,False,0.003893,40.11000000000001,True
13,2,Rob Kardashian,21.0,188632,0.0940572549642282,percent,False,0.315261,40.11000000000001,True
13,3,David Arquette,24.0,195911,0.09720215778345086,percent,False,0.252417,40.31,True
13,3,Ricki Lake,27.0,196636,0.09756195475182897,percent,False,0.254584,40.31,True
13,3,J.R. Martinez,26.0,201779,0.10011343556921411,percent,False,0.170931,40.31,True
13,3,Hope Solo,24.0,250332,0.12420364764654289,percent,False,1.0,40.31,True
13,3,Chynna Phillips,26.0,200632,0.09954451224084453,percent,False,0.258487,40.31,True
13,3,Kristin Cavallari,24.0,114484,0.056801716821890426,percent,True,0.393453,40.31,True
13,3,Carson Kressley,23.0,239377,0.11876812281853523,percent,False,0.079771,40.31,True
13,3,Chaz Bono,18.0,165509,0.0821181780651849,percent,False,0.759486,40.31,True
13,3,Nancy Grace,21.0,248521,0.12330475159163462,percent,False,0.003893,40.31,True
13,3,Rob Kardashian,24.0,202319,0.10038152271087342,percent,False,0.315261,40.31,True
13,4,David Arquette,23.0,177313,0.10778899450306804,percent,False,0.252417,32.900000000000006,True
13,4,Ricki Lake,29.0,210448,0.12793175262320586,percent,False,0.254584,32.900000000000006,True
13,4,J.R. Martinez,26.0,193127,0.1174023040452861,percent,False,0.170931,32.900000000000006,True
13,4,Hope Solo,24.0,226223,0.13752146243531985,percent,False,1.0,32.900000000000006,True
13,4,Chynna Phillips,21.0,144957,0.08811989077073212,percent,True,0.258487,32.900000000000006,True
13,4,Carson Kressley,20.0,152829,0.0929051105902149,percent,False,0.079771,32.900000000000006,True
13,4,Chaz Bono,21.0,193743,0.11777694050600641,percent,False,0.759486,32.900000000000006,True
13,4,Nancy Grace,21.0,156676,0.09524348431322427,percent,False,0.003893,32.900000000000006,True
13,4,Rob Kardashian,24.0,189685,0.11531006021294254,percent,False,0.315261,32.900000000000006,True
13,5,David Arquette,25.0,199219,0.12865265385100774,percent,False,0.252417,30.97,True
13,5,Ricki Lake,24.0,171036,0.11045286768236949,percent,False,0.254584,30.97,True
13,5,J.R. Martinez,28.0,211416,0.13652927109874113,percent,False,0.170931,30.97,True
13,5,Hope Solo,24.0,236369,0.15264377317403202,percent,False,1.0,30.97,True
13,5,Carson Kressley,19.0,144293,0.09318228102086622,percent,True,0.079771,30.97,True
13,5,Chaz Bono,21.0,207453,0.1339702388788902,percent,False,0.759486,30.97,True
13,5,Nancy Grace,22.0,173991,0.11236071925992348,percent,False,0.003893,30.97,True
13,5,Rob Kardashian,25.0,204724,0.13220819503416975,percent,False,0.315261,30.97,True
13,6,David Arquette,23.0,208947,0.13441458419816749,percent,False,0.252417,31.09,True
13,6,Ricki Lake,29.0,235610,0.15156662092292605,percent,False,0.254584,31.09,True
13,6,J.R. Martinez,29.0,249630,0.160585213882202,percent,False,0.170931,31.09,True
13,6,Hope Solo,20.0,224558,0.14445669117691468,percent,False,1.0,31.09,True
13,6,Chaz Bono,19.0,213980,0.1376519773258881,percent,True,0.759486,31.09,True
13,6,Nancy Grace,24.0,216388,0.13920117071184232,percent,False,0.003893,31.09,True
13,6,Rob Kardashian,22.0,205386,0.13212374178205955,percent,False,0.315261,31.09,True
13,7,David Arquette,23.5,232076,0.14730293923465318,percent,True,0.252417,31.51,True
13,7,Ricki Lake,26.5,247272,0.15694829929034143,percent,False,0.254584,31.51,True
13,7,J.R. Martinez,24.0,240520,0.1526625018912796,percent,False,0.170931,31.51,True
13,7,Hope Solo,25.0,329063,0.2088627187126528,percent,False,1.0,31.51,True
13,7,Nancy Grace,22.0,248208,0.15754246368568134,percent,False,0.003893,31.51,True
13,7,Rob Kardashian,25.5,278361,0.1766810771853917,percent,False,0.315261,31.51,True
13,8,Ricki Lake,26.0,289481,0.17635149121432556,percent,False,0.254584,32.83,True
13,8,J.R. Martinez,30.0,353891,0.21559020685093574,percent,False,0.170931,32.83,True
13,8,Hope Solo,26.0,400057,0.24371442398225393,percent,False,1.0,32.83,True
13,8,Nancy Grace,22.0,271829,0.16559779313935288,percent,True,0.003893,32.83,True
13,8,Rob Kardashian,25.5,326242,0.1987460848131319,percent,False,0.315261,32.83,True
13,9,Ricki Lake,33.4999,422741,0.2512574969046894,percent,False,0.254584,33.65,True
13,9,J.R. Martinez,28.0,371866,0.22102004270159167,percent,False,0.170931,33.65,True
13,9,Hope Solo,24.4998,421561,0.25055639411370023,percent,True,1.0,33.65,True
13,9,Rob Kardashian,32.4998,466332,0.2771660662800187,percent,False,0.315261,33.65,True
13,10,Ricki Lake,27.999899999999997,643124,0.3293003981939653,percent,False,0.254584,39.06,
13,10,J.R. Martinez,28.1665,648602,0.3321055089178945,percent,False,0.170931,39.06,
13,10,Rob Kardashian,28.333199999999998,661274,0.3385940928881402,percent,False,0.315261,39.06,
14,1,William Levy,24.0,87978,0.09364328439522199,percent,False,1.0,18.789999999999996,
14,1,Jack Wagner,23.0,79588,0.08471349626115632,percent,False,0.223438,18.789999999999996,
14,1,Sherri Sheperd,23.0,79666,0.08479589748958791,percent,False,0.357239,18.789999999999996,
14,1,Jaleel White,26.0,92074,0.0980037182266024,percent,False,0.296277,18.789999999999996,
14,1,Roshon Fegan,23.0,79171,0.08426976884688793,percent,False,0.18174,18.789999999999996,
14,1,Melissa Gilbert,20.0,68804,0.0732348277656584,percent,False,0.545129,18.789999999999996,
14,1,Martina Navratilova,20.0,67062,0.07138013854204156,percent,False,0.141307,18.789999999999996,
14,1,Donald Driver,21.0,71655,0.07626950820977102,percent,False,0.237568,18.789999999999996,
14,1,Gavin DeGraw,20.0,68654,0.07307477030970491,percent,False,0.543281,18.789999999999996,
14,1,Gladys Knight,23.0,80964,0.08617727497262462,percent,False,0.440244,18.789999999999996,
14,1,Katherine Jenkins,26.0,91477,0.0973675765502034,percent,False,0.357239,18.789999999999996,
14,1,Maria Menounos,21.0,72407,0.07706973843053963,percent,False,0.543354,18.789999999999996,
14,2,William Levy,25.0,198548,0.11783235536905888,percent,False,1.0,33.699999999999996,True
14,2,Jack Wagner,21.0,128706,0.07638332447167032,percent,False,0.223438,33.699999999999996,True
14,2,Sherri Sheperd,23.0,134927,0.08007540424660882,percent,False,0.357239,33.699999999999996,True
14,2,Jaleel White,22.0,136345,0.08091716999881864,percent,False,0.296277,33.699999999999996,True
14,2,Roshon Fegan,26.0,152719,0.09063422053431869,percent,False,0.18174,33.699999999999996,True
14,2,Melissa Gilbert,20.0,129941,0.07711613545922405,percent,False,0.545129,33.699999999999996,True
14,2,Martina Navratilova,17.0,96914,0.05751587493944528,percent,True,0.141307,33.699999999999996,True
14,2,Donald Driver,24.0,146965,0.08721950536415651,percent,False,0.237568,33.699999999999996,True
14,2,Gavin DeGraw,21.0,133209,0.07905592395701957,percent,False,0.543281,33.699999999999996,True
14,2,Gladys Knight,19.0,129357,0.07676968872869751,percent,False,0.440244,33.699999999999996,True
14,2,Katherine Jenkins,26.0,144943,0.0860195640664473,percent,False,0.357239,33.699999999999996,True
14,2,Maria Menounos,25.0,152427,0.09046083286453464,percent,False,0.543354,33.699999999999996,True
14,3,William Levy,28.0,204149,0.12570762440734384,percent,False,1.0,32.48000000000001,True
14,3,Jack Wagner,24.0,132141,0.08136739572133042,percent,True,0.223438,32.48000000000001,True
14,3,Sherri Sheperd,24.0,132141,0.08136755145196568,percent,False,0.357239,32.48000000000001,True
14,3,Jaleel White,25.0,142230,0.08757979300075465,percent,False,0.296277,32.48000000000001,True
14,3,Roshon Fegan,25.0,134797,0.0830032366370251,percent,False,0.18174,32.48000000000001,True
14,3,Melissa Gilbert,24.0,143138,0.08813919973783516,percent,False,0.545129,32.48000000000001,True
14,3,Donald Driver,26.0,146153,0.08999580340666738,percent,False,0.237568,32.48000000000001,True
14,3,Gavin DeGraw,24.0,139748,0.08605186473938273,percent,False,0.543281,32.48000000000001,True
14,3,Gladys Knight,24.0,150003,0.09236654361386022,percent,False,0.440244,32.48000000000001,True
14,3,Katherine Jenkins,29.0,148391,0.0913738147106751,percent,False,0.357239,32.48000000000001,True
14,3,Maria Menounos,27.0,151109,0.09304717257315963,percent,False,0.543354,32.48000000000001,True
14,4,William Levy,22.0,177025,0.11888842498863776,percent,False,1.0,29.779999999999994,True
14,4,Sherri Sheperd,21.0,124818,0.08382681029239515,percent,True,0.357239,29.779999999999994,True
14,4,Jaleel White,22.0,138143,0.09277544109905007,percent,False,0.296277,29.779999999999994,True
14,4,Roshon Fegan,26.0,154732,0.10391650855911508,percent,False,0.18174,29.779999999999994,True
14,4,Melissa Gilbert,22.0,144819,0.09725910868529225,percent,False,0.545129,29.779999999999994,True
14,4,Donald Driver,27.0,167515,0.11250154439493741,percent,False,0.237568,29.779999999999994,True
14,4,Gavin DeGraw,23.0,147819,0.09927395007195884,percent,False,0.543281,29.779999999999994,True
14,4,Gladys Knight,20.0,137960,0.09265279329849668,percent,False,0.440244,29.779999999999994,True
14,4,Katherine Jenkins,24.0,135557,0.09103899893447942,percent,False,0.357239,29.779999999999994,True
14,4,Maria Menounos,26.0,160613,0.10786641967563732,percent,False,0.543354,29.779999999999994,True
14,5,William Levy,29.0,248169,0.16104380757001274,percent,False,1.0,30.82,True
14,5,Jaleel White,24.0,160270,0.10400416415957041,percent,False,0.296277,30.82,True
14,5,Roshon Fegan,26.0,164557,0.10678584436089882,percent,False,0.18174,30.82,True
14,5,Melissa Gilbert,21.0,147014,0.09540168349117202,percent,False,0.545129,30.82,True
14,5,Donald Driver,27.0,178152,0.11560792964269863,percent,False,0.237568,30.82,True
14,5,Gavin DeGraw,19.0,129865,0.08427334005399788,percent,True,0.543281,30.82,True
14,5,Gladys Knight,22.0,161392,0.10473222774926054,percent,False,0.440244,30.82,True
14,5,Katherine Jenkins,29.0,174199,0.11304292049379629,percent,False,0.357239,30.82,True
14,5,Maria Menounos,27.0,177382,0.1151080824785927,percent,False,0.543354,30.82,True
14,6,William Levy,36.0,279221,0.17364465168843907,percent,False,1.0,32.16,True
14,6,Jaleel White,36.9998,223943,0.13926812910115666,percent,False,0.296277,32.16,True
14,6,Roshon Fegan,27.9998,160618,0.09988681047585224,percent,False,0.18174,32.16,True
14,6,Melissa Gilbert,30.0,190352,0.11837796693044474,percent,False,0.545129,32.16,True
14,6,Donald Driver,33.9999,203330,0.1264487026123277,percent,False,0.237568,32.16,True
14,6,Gladys Knight,24.0,159576,0.09923886322885707,percent,True,0.440244,32.16,True
14,6,Katherine Jenkins,38.9999,212328,0.13204493378967688,percent,False,0.357239,32.16,True
14,6,Maria Menounos,29.999899999999997,178633,0.11108994217324575,percent,False,0.543354,32.16,True
14,7,William Levy,26.5,278457,0.1852061820866304,percent,False,1.0,30.069999999999997,True
14,7,Jaleel White,25.5,192859,0.12827321335617678,percent,True,0.296277,30.069999999999997,True
14,7,Roshon Fegan,26.0,200122,0.13310430445055826,percent,False,0.18174,30.069999999999997,True
14,7,Melissa Gilbert,23.5,209247,0.13917323998934364,percent,False,0.545129,30.069999999999997,True
14,7,Donald Driver,26.5,210708,0.14014495272128677,percent,False,0.237568,30.069999999999997,True
14,7,Katherine Jenkins,27.0,190121,0.12645203798521332,percent,False,0.357239,30.069999999999997,True
14,7,Maria Menounos,28.5,221986,0.14764606941079086,percent,False,0.543354,30.069999999999997,True
14,8,William Levy,28.5,326368,0.21699987896053938,percent,False,1.0,30.080000000000002,True
14,8,Roshon Fegan,28.0,193101,0.12839164191799393,percent,True,0.18174,30.080000000000002,True
14,8,Melissa Gilbert,25.5,242730,0.16138985005186865,percent,True,0.545129,30.080000000000002,True
14,8,Donald Driver,27.5,248474,0.16520862607055842,percent,False,0.237568,30.080000000000002,True
14,8,Katherine Jenkins,27.5,259794,0.17273564933002716,percent,False,0.357239,30.080000000000002,True
14,8,Maria Menounos,26.5,233533,0.15527435366901235,percent,False,0.543354,30.080000000000002,True
14,9,William Levy,29.0,451571,0.3112138876135497,percent,False,1.0,29.02,True
14,9,Donald Driver,28.5,431807,0.29759246737708367,percent,False,0.237568,29.02,True
14,9,Katherine Jenkins,28.0,293274,0.2021185693270769,percent,False,0.357239,29.02,True
14,9,Maria Menounos,29.5,274348,0.18907507568228973,percent,True,0.543354,29.02,True
14,10,William Levy,29.666600000000003,593846,0.3433626073381759,percent,False,1.0,34.59,
14,10,Donald Driver,29.666600000000003,565265,0.32683751453823245,percent,False,0.237568,34.59,
14,10,Katherine Jenkins,30.0,570389,0.32979987812359174,percent,False,0.357239,34.59,
15,1,Gilles Marini,24.0,112394,0.08679090312087291,percent,False,0.190571,25.899999999999995,True
15,1,Sabrina Bryan,22.5,104507,0.08070026445523054,percent,False,0.211339,25.899999999999995,True
15,1,Kirstie Alley,19.0,91992,0.07103648186402012,percent,False,0.453145,25.899999999999995,True
15,1,Kelly Monaco,21.5,122317,0.09445334480506806,percent,False,1.0,25.899999999999995,True
15,1,Apolo Anton Ohno,22.0,90605,0.06996522559995638,percent,False,0.000442,25.899999999999995,True
15,1,Emmitt Smith,24.5,114325,0.08828198283187728,percent,False,0.255086,25.899999999999995,True
15,1,Shawn Johnson,22.0,106262,0.08205588375649372,percent,False,0.651884,25.899999999999995,True
15,1,Pamela Anderson,17.0,86633,0.06689836305498889,percent,True,0.469772,25.899999999999995,True
15,1,Helio Castroneves,21.5,102196,0.07891602191564871,percent,False,0.329227,25.899999999999995,True
15,1,Joey Fatone,20.5,85017,0.06565028330354811,percent,False,0.050375,25.899999999999995,True
15,1,Drew Lachey,21.5,90950,0.07023142473498992,percent,False,0.056414,25.899999999999995,True
15,1,Bristol Palin,19.5,87173,0.06731512583610971,percent,False,0.329227,25.899999999999995,True
15,1,Melissa Rycroft,21.0,100628,0.07770469472119568,percent,False,0.338634,25.899999999999995,True
15,2,Gilles Marini,25.5,113517,0.09300860135230425,percent,False,0.190571,24.41,True
